mode;topic;rule1;rule2;exampleA;exampleI;exampleN;type;wordBank;question;answer
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;There were ________ a thousand people at the concert.;over
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;You must be ________ 18 in order to see the film.;over
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;He is suffering ________ an unknown illness.;from
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;do not be impatient ________ us. We are trying!;with
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;Could I speak ________ Tom please?;to
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;We did not see the whole performance because we left ________ the last act.;before
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;The march started in the park. ________ there we moved to City Hall.;from
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;Pessimism is bad ________ your health;for
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;He asked his mother ________ money.;for
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;I bought many things ________ my stay in New York.;during
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;My country is famous ________ historical sights.;for
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;Have you ever been ________ the theatre recently?;to
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;My grandfather died ________ cancer.;of
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;The resort lies about 1,500 meters ________ sea level.;above
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;His hands are ________ his face.;in front of 
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;there is a chair ________ my desk;behind
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;The thief jumped ________ the window.;out of
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;Both o my neighbors can take care ________ the cat while you are gone.;of
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;I rarely think ________ the weather.;about
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;They were always arguing ________ silly things.;about
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;________ first I found the work very tiring but ________ a few weeks I got used to it.;after
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;I applied ________ a few jobs last week, but nobody wrote back.;for
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;He wants two seats ________ the concert on Friday night.;for
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;You ought to be ashamed ________ yourself ________ coming in with dirty boots.;of for
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;There´s no point ________ going ________ car if we can´t park near the theatre.;by
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;Whom did they vote ________ ?;for
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;I love listening ________ classical music.;to
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;He is ________ Dallas, Texas but he was born in California.;from
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;She goes ________ church every Sunday.;to
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;It is 7 a.m. We need to leave ________ work at once or else we´ll miss the bus.;for
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;I asked the policeman ________ some information.;for
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;The great player hit the ball ________ the net.;over
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;Please turn ________ the volume of the radio. I am getting deaf.;down
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;We are very excited ________ our trip to Spain next week.;about
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;I am very fond ________ drinking green tea.;of
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;I am looking forward ________ having a meeting with you next week.;to
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;At the moment, she is recovering ________ her injuries.;from
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;I am dreaming ________ becoming a famous scientist one day;about
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;My cousin is married ________ a famous American;to
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;I am responsible ________ training the new recruits.;for
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;Many people took advantage ________ the low prices offered by the new shop;of
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;I was not quite satisfied ________ the exam results.;with
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;The president was thankful ________ everyone who helped in the campaign;for
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;Everyone in this town will benefit ________ the new hospital;from
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;For two full days, the man was fighting ________ his life.;for
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;Almost all car companies care ________ the environment;about
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;Wearing a seat belt can protect you ________ being killed in a car.;from
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;Ten people were killed when a bus collided ________ a car;with
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;The customers came to the shop to complain ________ their service;about
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;Our atmosphere consists ________ oxygen, nitrogen and carbon dioxide;of
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;We decided ________ buying the new car.;against
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION ;up | into | towards | through | across | beside | throughout | around | between | before | during | above | behind | out of | of | about | after | by | from | to | for | over | down | with | against;He graduated ________ Oxford university;from
