mode;topic;rule1;rule2;exampleA;exampleI;exampleN;type;wordBank;question;answer
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;you / meet / your friends on Friday?;are you meeting your friends on Friday?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;you / read / now?;are you reading now?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;where / you / go now?;where are you going now?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;she / live / in London?;is she living in London?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;they / study now?;are they studying now?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;you / eat / cake?;are you eating cake?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;how long / you / stay in Paris?;how long are you staying in Paris?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;you / drink / tea ?;are you drinking tea?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;where / you / stay?;where are you staying?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;why / you / watch tv now?;why are you watching tv now?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;she / work in a bar?;is she working in a bar?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;what / he / do?;what is he doing?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;why / she / call her friend now?;why is she calling her friend now?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;I / lose weight?;am I losing weight?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;we / work tomorrow?;are we working tomorrow?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;when / you / arrive?;when are you arriving?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;he / take dance classes?;is he taking dance classes?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;she / stay in a hotel?;is she staying in a hotel?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;how much / he / eat?;how much is he eating?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;how long / you / stay in China?;how long are you staying in China?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;she / study in the library now?;is she studying in the library now?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;you / come?;are you coming?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;they / rent a car?;are they renting a car?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;when / they / have a barbeque?;when are they having a barbeque?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;what / Julie / do tonight?;what is Julie doing tonight?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;you / feel sleepy?;are you feeling sleepy?
