mode;topic;rule1;rule2;exampleA;exampleI;exampleN;type;wordBank;question;answer
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Tom and Travis will be working ________ Thursday.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"lived ________ Spain ________ the 1990s.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"We like going to the theater ________ Fridays.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Craig’s birthday is ________ February 15th.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"It is always cold ________ January ________ England.";"in in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"It can be dangerous to walk alone ________ night.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"My family always eats turkey ________ Christmas day.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"The train leaves ________ 8 o’clock tomorrow morning.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Let’s meet ________ the restaurant ________ 7 PM.";"in at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"English class is ________ 10AM ________ Monday mornings.";"at on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I love swimming ________ the sea ________ the summer time.";"in in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I graduated from high school ________ 2010.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"The graduation ceremony was held ________ the 20th of March.";"on"
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION;;Next Monday the lesson will start ________ 11:30;'at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I visited my parent’s house ________ Thanksgiving.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I always go for a run ________ the morning.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I usually stay up late ________ night and play computer games.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"They were ________ dinner and feared no danger.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"They took the body out ________ the evening.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"He will leave here ________ Saturday morning.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Her last party was ________ Saturday night.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"You remember we noticed the effect ________ breakfast.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"It was a good thing to know ________ the moment.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I got a clue ________ the day you left.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"We´re going to see it ________ Wednesday.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"She would probably bring her back ________ Saturday.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ a minute they will be upon him.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"She lay down ________ night with death.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"But it cannot be done ________ a day.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I will see you ________ one moment.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"The funeral is to be ________ Tuesday.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I’ll make it ________ four hours.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ noon they reached the foot of the pass.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"But I shall see you ________ the evening.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"The fleet doesn´t go out ________ Sunday.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"You are speaking to him ________ night.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"It was there ________ Christmas-time.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"We ARRIVED ________ Prague later that day.(place or city)";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"We ARRIVED ________. the airport three hours late (specific place)";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Do you BELIEVE ________. ghosts?";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Hes been IMPLICATED ________. the crime";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Dont INVOLVE other people ________ your trouble";"in"
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION;;Troops will arrive  PARTICIPATE ________ exercises and return’;'in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"The disease RESULTED ________ his death";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"She needs to TRUST more ________. her own abilities";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I£listen to the radio ________... the morning";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I have an appointment ________ the afternoon";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I will have my holidays ________ (the) summer";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I was born ________ 1980";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Mobile phones became popular________ the nineties";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"ir Isaac Newton was born ________ the 17th century";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I eat chocolote ________ the Easter holiday";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Flying cars will be available only ________ the next century";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ the future self-driving cars will be the majority";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I am aiming to be rich ________ the 10 years time";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"James was born ________ England";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"The festival will take place ________ Chinatown";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Shes ________. a building full of people with diseases.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Lauries friend got pregnant ________.. A CAR.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"All I remember is being put ________. A TAXY";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"And theres you ________. A BOAT full of drugs";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Do you often get stuck ________. TRAFFIC JAM";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I got to be ________. TIMES SQUARE in ten minutes.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ the article";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ Monday";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ Saturday";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ June 3rd";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ 1st October 2013";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ Cristimas day";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ my birthday";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ Tuesday evening";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ time";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ a winter evening";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ a warm day";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ a bus";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ a plane";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ a horse";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ the phone";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ the internet";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ the television";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ the floor";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ the page";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ the menu";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ Oxford street";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ 9am";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ 8 oclock";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ 6pm";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ night";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ noon/midday";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ Easter";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ Christmas";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ dinner time";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ dinner";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ the moment";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ 675 state street";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ the door";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ the top of page";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ someones house";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ the entrance";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ the crossroads";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ the front";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ the back";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"She learned Russian ________ the age of 45.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"We can only get to the camp ________ foot.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"She always gets up early ________ the morning and goes to bed late ________ night.";"in at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I went to work ________ Tuesday but I didn´t go ________ Friday.";"on on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"You´ll have to wait.He´ll be with you ________ a minute.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"He started learning English ________ 2005.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Please write ________ pencil.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"The manager didn´t take part ________ the discussion.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"He´s very good ________ telling jokes.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I´ll see you ________ the conference";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"We sat down ________ the grass and ate our lunch.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"My parents got married ________ the 1970s.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"There´s a good restaurant ________ the end of the street.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I don´t usually feel tired ________ the morning.";" in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"My mother is abroad so my dad is taking care of us ________ the moment.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Sonja gets ________ the seven o´clock bus in the morning.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"She always looks ________ herself in the mirror.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I met Donna ________ a party ________ Friday night.";"at on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Daria´s books are lying ________ the floor.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"He arrived at the school building just ________ time.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"The audience threw tomatoes ________ him.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Passengers are not allowed to use cell phones ________ airplanes.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I´m very bad ________ mathematics.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"He is always ________ time.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"How many people are ________ your team?";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Her next birthday will be ________ a Sunday.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"The new factory is expected to go online ________ May.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"The tv is ________ the corner of the room";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"You can always COUNT ________ Michael in a crisis (to be confident that you can depend on someone)";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I suppose youre prepared to ELABORATE ________ that. (speak in more about something)";"on"
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION;;I dont know why you INSIST ________ talking about it. (to keep doing something even if it annoys other people)";"on"
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION;;I hate marketing strategies that PLAYS ________ peoples fears (If you play on upon someones feelings you encourage and make unfair use of these feelings)";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"He PRIDES himself ________ his loyalty to his friends (to value a skill or good quality that you have)";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Clients can also RELY ________ 24/7 Customer Support.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Metallica began WORK ________ their seventh album in February 2005";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Halloween is celebrated ________ the United States ________ October 31.";"in on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Are you going away for the weekend? – I don´t know.It depends ________ the weather.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I happened to meet an old friend ________ town.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Have you read the article? – It was ________ yesterday´s newspapers.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"He always drives ________a tremendous speed because he´s always ________ a hurry.";"at in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"He married ________ the age of 28.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"According with the guide there are three hotels ________ town.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I saw him standing ________ the queue but I don´t know if he got _______ the bus.";"in on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Mum sat ________ the back of the car.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I´m interested in basketball but I´m not very good ________ playing it.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I´m returning to Spain ________ the end of the month.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"It was ________ the radio yesterday morning.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Jane goes to the office early ________ Tuesdays.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I saw him sometime ________ June.";"in"
