Something you are expected to do.;"";warehouse;responsibility;discount;responsibility
An official decision made by a court or authority.;"";salary;appointment;ruling;ruling
A law or official rule.;"";holiday;regulation;receipt;regulation
A punishment for breaking a rule or law.;"";bonus;discount;penalty;penalty
Money paid as punishment for breaking a law or rule.;"";loan;fine;salary;fine
A legal agreement to rent property.;"";receipt;budget;lease;lease
A legal document that states what someone owns.;"";salary;deed;holiday;deed
Official permission to enter or do something.;"";complaint;warehouse;authorization;authorization
A written record of an agreement.;"";discount;document;garage;document
A person who witnesses an event or signs a legal document.;"";customer;employee;witness;witness
A person accused of a crime.;"";supplier;suspect;landlord;suspect
A person who is harmed by a crime or accident.;"";manager;passenger;victim;victim
A person who is believed to have committed a crime.;"";cashier;offender;tourist;offender
A journey taken for pleasure.;"";salary;contract;trip;trip
A journey to a distant place.;"";appointment;voyage;receipt;voyage
A journey by air.;"";warehouse;discount;flight;flight
A journey by sea.;"";salary;cruise;garage;cruise
A place where tourists visit.;"";factory;court;destination;destination
A person traveling for pleasure.;"";landlord;tourist;employee;tourist
A small bag used to carry personal items while traveling.;"";receipt;salary;luggage;luggage
A document required for international travel.;"";discount;passport;contract;passport
Official permission to enter a foreign country.;"";budget;warehouse;visa;visa
A place where travelers can sleep.;"";court;accommodation;factory;accommodation
A person who guides tourists.;"";cashier;engineer;guide;guide
A plan showing where someone will go and what they will do.;"";receipt;itinerary;salary;itinerary
A place where travelers can buy souvenirs.;"";laboratory;stadium;souvenir shop;souvenir shop
A short stop during a journey.;"";discount;stopover;contract;stopover
A journey made for a particular purpose.;"";garage;salary;expedition;expedition
A trip taken by a group of people.;"";warehouse;tour;receipt;tour
A place where ships arrive and depart.;"";library;clinic;harbor;harbor
A place where travelers change from one transport service to another.;"";court;transit hub;bakery;transit hub
A ticket allowing travel to a destination and back.;"";salary;contract;return ticket;return ticket
A ticket allowing travel in one direction only.;"";budget;one-way ticket;receipt;one-way ticket
A natural ability to do something well.;"";failure;debt;talent;talent
A learned ability to do something.;"";salary;skill;accident;skill
Knowledge or ability gained through doing something.;"";discount;receipt;experience;experience
Knowledge of a subject or situation.;"";holiday;awareness;garage;awareness
Information or facts about a subject.;"";appointment;warehouse;knowledge;knowledge
The ability to learn or understand quickly.;"";salary;intelligence;fragility;intelligence
The ability to think of new ideas.;"";debt;receipt;creativity;creativity
The ability to solve problems using logic.;"";discount;reasoning;holiday;reasoning
The ability to remember information.;"";garage;contract;memory;memory
The ability to pay attention to something.;"";warehouse;concentration;salary;concentration
The ability to communicate using language.;"";receipt;appointment;communication;communication
The ability to work successfully with others.;"";holiday;teamwork;debt;teamwork
The ability to lead people effectively.;"";discount;garage;leadership;leadership
The ability to recover after difficulty.;"";receipt;resilience;salary;resilience
The ability to understand another person's feelings.;"";warehouse;contract;empathy;empathy
The ability to remain calm under pressure.;"";discount;composure;holiday;composure
The ability to make good judgments.;"";garage;salary;wisdom;wisdom
The ability to perform a task accurately.;"";warehouse;competence;receipt;competence
The ability to change behavior according to circumstances.;"";contract;debt;adaptability;adaptability
The ability to work without needing help.;"";discount;independence;appointment;independence
A person who studies at a university.;"";employer;landlord;student;student
A person who teaches at a university.;"";passenger;professor;cashier;professor
A person who manages a school.;"";tourist;driver;principal;principal
A person who studies medicine.;"";supplier;medical student;waiter;medical student
A person who conducts scientific research.;"";tenant;cashier;researcher;researcher
A person who studies for a doctoral degree.;"";pilot;doctoral student;customer;doctoral student
A person who teaches a skill or subject privately.;"";lawyer;farmer;tutor;tutor
A person who helps students with their studies.;"";chef;mentor;driver;mentor
A person who provides expert advice.;"";passenger;baker;consultant;consultant
A person who studies or works in science.;"";tenant;scientist;cashier;scientist
A person who studies the human body and health.;"";journalist;carpenter;physician;physician
A person who provides psychological treatment.;"";farmer;therapist;pilot;therapist
A person who prepares and tests medicines.;"";teacher;driver;pharmacist;pharmacist
A person who designs and constructs computer systems.;"";gardener;software engineer;waiter;software engineer
A person who manages financial records.;"";actor;plumber;accountant;accountant
A person who studies and advises about money and investments.;"";singer;financial adviser;baker;financial adviser
A person who creates visual designs for communication.;"";mechanic;nurse;graphic designer;graphic designer
A person who plans and organizes buildings and spaces.;"";pilot;planner;cashier;planner
A person who manages projects.;"";farmer;dentist;project manager;project manager
A person who checks whether products meet standards.;"";musician;inspector;chef;inspector
